"","planning_unit_name","gauge","ewr_code_timing","state","LTWPShortName","env_obj","Target","SWSDLName"
"2018","Murrumbidgee (MR)","410761","BF1_5","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2019","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2020","Cotter River (CR2): Below Cotter Dam ","410761","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2021","Murrumbidgee (MR)","410761","BF1_5","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2022","Murrumbidgee (MR)","410761","BF1_5","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2023","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2024","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2025","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2026","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2027","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2028","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2029","Cotter River (CR2): Below Cotter Dam ","410761","BF1_6","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2030","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2031","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_6","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2032","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2033","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2034","Cotter River (CR2): Below Cotter Dam ","410761","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2035","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2036","Murrumbidgee (MR)","410761","BF1_6","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2037","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2038","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2039","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2040","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2041","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2042","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2043","Cotter River (CR2): Below Cotter Dam ","410761","BF1_7","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2044","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2045","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_7","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2046","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2047","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2048","Cotter River (CR2): Below Cotter Dam ","410761","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2049","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2050","Murrumbidgee (MR)","410761","BF1_7","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2051","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2052","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2053","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2054","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2055","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2056","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2057","Cotter River (CR2): Below Cotter Dam ","410761","BF1_8","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2058","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2059","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_8","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2060","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2061","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2062","Cotter River (CR2): Below Cotter Dam ","410761","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2063","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2064","Murrumbidgee (MR)","410761","BF1_8","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2065","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2066","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2067","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2068","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2069","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2070","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2071","Cotter River (CR2): Below Cotter Dam ","410761","BF1_9","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2072","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2073","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_9","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2074","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2075","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2076","Cotter River (CR2): Below Cotter Dam ","410761","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2077","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2078","Murrumbidgee (MR)","410761","BF1_9","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2079","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2080","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2081","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2082","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2083","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2084","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2085","Cotter River (CR2): Below Cotter Dam ","410761","BF1_10","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2086","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2087","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_10","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2088","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2089","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_10","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2090","Cotter River (CR2): Below Cotter Dam ","410761","BF1_10","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2091","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2092","Murrumbidgee (MR)","410761","BF1_10","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2093","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2094","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2095","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2096","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2097","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2098","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2099","Cotter River (CR2): Below Cotter Dam ","410761","BF1_11","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2100","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2101","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_11","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2102","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2103","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_11","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2104","Cotter River (CR2): Below Cotter Dam ","410761","BF1_11","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2105","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2106","Murrumbidgee (MR)","410761","BF1_11","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2107","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2108","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2109","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2110","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2111","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2112","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2113","Cotter River (CR2): Below Cotter Dam ","410761","BF1_12","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2114","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2115","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_12","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2116","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2117","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410761","BF1_12","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2118","Cotter River (CR2): Below Cotter Dam ","410761","BF1_12","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2119","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2120","Murrumbidgee (MR)","410761","BF1_12","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2121","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2122","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2123","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2124","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2125","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2126","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2127","Cotter River (CR2): Below Cotter Dam ","410738","LF1_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2128","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2129","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF1_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2130","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2131","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2132","Cotter River (CR2): Below Cotter Dam ","410738","LF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2133","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2134","Murrumbidgee (MR)","410738","LF1_P","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2135","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2136","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2137","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2138","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2139","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2140","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2141","Cotter River (CR2): Below Cotter Dam ","410738","LF1_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2142","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2143","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF1_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2144","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2145","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2146","Cotter River (CR2): Below Cotter Dam ","410738","LF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2147","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2148","Murrumbidgee (MR)","410738","LF1_S","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2149","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2150","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2151","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2152","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2153","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2154","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2155","Cotter River (CR2): Below Cotter Dam ","410738","LF2_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2156","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2157","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF2_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2158","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2159","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2160","Cotter River (CR2): Below Cotter Dam ","410738","LF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2161","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2162","Murrumbidgee (MR)","410738","LF2_P","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2163","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2164","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2165","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2166","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2167","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2168","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2169","Cotter River (CR2): Below Cotter Dam ","410738","LF2_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2170","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2171","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF2_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2172","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2173","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","LF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2174","Cotter River (CR2): Below Cotter Dam ","410738","LF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2175","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2176","Murrumbidgee (MR)","410738","LF2_S","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2177","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2178","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2179","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2180","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2181","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2182","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2183","Cotter River (CR2): Below Cotter Dam ","410738","SF1_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2184","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2185","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF1_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2186","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2187","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2188","Cotter River (CR2): Below Cotter Dam ","410738","SF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2189","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2190","Murrumbidgee (MR)","410738","SF1_P","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2191","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2192","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2193","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2194","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2195","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2196","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2197","Cotter River (CR2): Below Cotter Dam ","410738","SF1_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2198","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2199","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF1_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2200","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2201","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2202","Cotter River (CR2): Below Cotter Dam ","410738","SF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2203","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2204","Murrumbidgee (MR)","410738","SF1_S","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2205","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2206","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2207","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2208","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2209","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2210","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2211","Cotter River (CR2): Below Cotter Dam ","410738","SF2_P","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2212","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2213","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF2_P","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2214","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2215","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2216","Cotter River (CR2): Below Cotter Dam ","410738","SF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2217","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2218","Murrumbidgee (MR)","410738","SF2_P","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2219","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
"2220","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","C1","Ecosystem Function","Australian Capital Territory (Surface Water)"
"2221","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","O1","Other Species","Australian Capital Territory (Surface Water)"
"2222","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","F3","Native Fish","Australian Capital Territory (Surface Water)"
"2223","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","F5","Native Fish","Australian Capital Territory (Surface Water)"
"2224","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2225","Cotter River (CR2): Below Cotter Dam ","410738","SF2_S","ACT","ACT","O5","Other Species","Australian Capital Territory (Surface Water)"
"2226","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2227","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF2_S","ACT","ACT","F4","Native Fish","Australian Capital Territory (Surface Water)"
"2228","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","F6","Native Fish","Australian Capital Territory (Surface Water)"
"2229","Cotter River (CR1): Below Corin Dam to Cotter Reservoir  ","410738","SF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2230","Cotter River (CR2): Below Cotter Dam ","410738","SF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2231","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","O2","Other Species","Australian Capital Territory (Surface Water)"
"2232","Murrumbidgee (MR)","410738","SF2_S","ACT","ACT","O4","Other Species","Australian Capital Territory (Surface Water)"
"2233","Murrumbidgee (MR)","410738","BF1_1","ACT","ACT","O3","Other Species","Australian Capital Territory (Surface Water)"
